"access.field","demand.type","access.type","trip.type","time","threshold","before.after","gap","gini.low","gini.mid","gini.high"
"abs.com.mor.33min.after","chi.pct","abs","com","mor","33","after",0.36,"0.22",0.2,0.18
"abs.com.mor.36min.after","chi.pct","abs","com","mor","36","after",0.36,"0.21",0.19,0.17
"abs.com.mor.39min.after","chi.pct","abs","com","mor","39","after",0.36,"0.21",0.2,0.18
"abs.com.mor.42min.after","chi.pct","abs","com","mor","42","after",0.37,"0.21",0.2,0.19
"abs.com.mor.45min.after","chi.pct","abs","com","mor","45","after",0.38,"0.2",0.2,0.19
"abs.com.mor.48min.after","chi.pct","abs","com","mor","48","after",0.38,"0.19",0.2,0.2
"abs.com.mor.51min.after","chi.pct","abs","com","mor","51","after",0.38,"0.17",0.2,0.2
"abs.com.mor.54min.after","chi.pct","abs","com","mor","54","after",0.39,"0.15",0.2,0.2
"abs.com.mor.57min.after","chi.pct","abs","com","mor","57","after",0.39,"0.14",0.19,0.19
"abs.com.mor.60min.after","chi.pct","abs","com","mor","60","after",0.39,"0.13",0.19,0.19
"abs.com.mor.63min.after","chi.pct","abs","com","mor","63","after",0.39,"0.12",0.18,0.18
"abs.com.mor.66min.after","chi.pct","abs","com","mor","66","after",0.39,"0.1",0.18,0.18
"abs.com.mor.69min.after","chi.pct","abs","com","mor","69","after",0.39,"0.09",0.17,0.16
"abs.com.mor.72min.after","chi.pct","abs","com","mor","72","after",0.4,"0.08",0.15,0.15
"abs.com.mor.75min.after","chi.pct","abs","com","mor","75","after",0.4,"0.06",0.13,0.13
"rel.com.mor.1.after","chi.pct","rel","com","mor","1","after",0.33,"0.32",0.35,0.3
"rel.com.mor.1.2.after","chi.pct","rel","com","mor","1.2","after",0.33,"0.24",0.26,0.24
"rel.com.mor.1.4.after","chi.pct","rel","com","mor","1.4","after",0.33,"0.22",0.23,0.21
"rel.com.mor.1.6.after","chi.pct","rel","com","mor","1.6","after",0.35,"0.22",0.23,0.21
"rel.com.mor.1.8.after","chi.pct","rel","com","mor","1.8","after",0.35,"0.2",0.22,0.21
"rel.com.mor.2.after","chi.pct","rel","com","mor","2","after",0.35,"0.15",0.17,0.16
"rel.com.mor.2.2.after","chi.pct","rel","com","mor","2.2","after",0.35,"0.11",0.12,0.11
"rel.com.mor.2.4.after","chi.pct","rel","com","mor","2.4","after",0.35,"0.07",0.08,0.08
"rel.com.mor.2.6.after","chi.pct","rel","com","mor","2.6","after",0.35,"0.05",0.06,0.05
"rel.com.mor.2.8.after","chi.pct","rel","com","mor","2.8","after",0.36,"0.04",0.04,0.04
"rel.com.mor.3.after","chi.pct","rel","com","mor","3","after",0.37,"0.03",0.03,0.02
"abs.non.mor.30min.after","chi.pct","abs","non","mor","30","after",0.37,"0.21",0.17,0.16
"abs.non.mor.33min.after","chi.pct","abs","non","mor","33","after",0.37,"0.2",0.17,0.15
"abs.non.mor.36min.after","chi.pct","abs","non","mor","36","after",0.37,"0.2",0.18,0.16
"abs.non.mor.39min.after","chi.pct","abs","non","mor","39","after",0.38,"0.19",0.19,0.17
"abs.non.mor.42min.after","chi.pct","abs","non","mor","42","after",0.38,"0.19",0.19,0.18
"abs.non.mor.45min.after","chi.pct","abs","non","mor","45","after",0.38,"0.18",0.2,0.19
"abs.non.mor.48min.after","chi.pct","abs","non","mor","48","after",0.39,"0.17",0.2,0.19
"abs.non.mor.51min.after","chi.pct","abs","non","mor","51","after",0.39,"0.15",0.2,0.19
"abs.non.mor.54min.after","chi.pct","abs","non","mor","54","after",0.39,"0.14",0.2,0.2
"abs.non.mor.57min.after","chi.pct","abs","non","mor","57","after",0.4,"0.13",0.2,0.2
"abs.non.mor.60min.after","chi.pct","abs","non","mor","60","after",0.4,"0.13",0.2,0.19
"abs.non.mor.63min.after","chi.pct","abs","non","mor","63","after",0.39,"0.12",0.2,0.19
"abs.non.mor.66min.after","chi.pct","abs","non","mor","66","after",0.39,"0.1",0.19,0.19
"abs.non.mor.69min.after","chi.pct","abs","non","mor","69","after",0.39,"0.09",0.18,0.18
"abs.non.mor.72min.after","chi.pct","abs","non","mor","72","after",0.39,"0.08",0.17,0.16
"abs.non.mor.75min.after","chi.pct","abs","non","mor","75","after",0.39,"0.07",0.15,0.14
"rel.non.mor.1.after","chi.pct","rel","non","mor","1","after",0.34,"0.29",0.31,0.28
"rel.non.mor.1.2.after","chi.pct","rel","non","mor","1.2","after",0.34,"0.2",0.21,0.2
"rel.non.mor.1.4.after","chi.pct","rel","non","mor","1.4","after",0.34,"0.19",0.18,0.17
"rel.non.mor.1.6.after","chi.pct","rel","non","mor","1.6","after",0.35,"0.19",0.19,0.18
"rel.non.mor.1.8.after","chi.pct","rel","non","mor","1.8","after",0.36,"0.16",0.19,0.19
"rel.non.mor.2.after","chi.pct","rel","non","mor","2","after",0.36,"0.13",0.16,0.16
"rel.non.mor.2.2.after","chi.pct","rel","non","mor","2.2","after",0.35,"0.09",0.12,0.11
"rel.non.mor.2.4.after","chi.pct","rel","non","mor","2.4","after",0.35,"0.07",0.08,0.07
"rel.non.mor.2.6.after","chi.pct","rel","non","mor","2.6","after",0.35,"0.05",0.06,0.05
"rel.non.mor.2.8.after","chi.pct","rel","non","mor","2.8","after",0.35,"0.04",0.04,0.04
"rel.non.mor.3.after","chi.pct","rel","non","mor","3","after",0.36,"0.02",0.03,0.03
